ReviewTitle,ReviewBody,ReviewStar,Product
"Good and worth of money
","It has some breaks in connectivity
",4,boAt Rockerz 255
"Worst Bluetooth Earphones
","My earphones are stopped working. They are disconnecting continuously
",1,boAt Rockerz 255
"Good
","Good...... Missing vibration
",5,boAt Rockerz 255
"One side not working
","One side ear bud not working .Please replace under warranty.
",1,boAt Rockerz 255
"Third Class Product
","This is a very bad product. Please dont buy this.
",1,boAt Rockerz 255
"Power button does not work
","Worst products I have ever seen stop  been working after use of 15 day...tooo bad
",1,boAt Rockerz 255
"Waste Without warranty
","Warranty not claimed
",1,boAt Rockerz 255
"Sounds good
","Recommended purchase
",5,boAt Rockerz 255
"Best In Class
","The product is best in this price segment
",5,boAt Rockerz 255
"Apt for Gyming and Travelling
","It is very light weight and easy to carry
",5,boAt Rockerz 255
"Not worth it
","Not worth the money... no value for money
",1,boAt Rockerz 255
"Battery life not good
","Sound quality good, but battery life poor
",1,boAt Rockerz 255
"Great but battery backup is not good
","Nice sound gud quality only one thing battery backup is not good
",4,boAt Rockerz 255
"Amazing
","Sound , Built, Battery - A++Sound quality Super
",5,boAt Rockerz 255
"Extraaaaa Baaaas
","One of the best headphone this price range
",5,boAt Rockerz 255
"Right side speaker not working after 20 days
","Right side speaker not working after 20 days
",3,boAt Rockerz 255
"Best sound quality.
","It's very good quality of sound.And it's better or equal to JBL.
",5,boAt Rockerz 255
"Average.
","This product is only for gym use....not whole day using products
",1,boAt Rockerz 255
"Superb Earphone
","Awesome product with good bass. I fall on love wit this earphone
",5,boAt Rockerz 255
"Superb Earphone
","Awesome product with good bass. I fall on love wit this earphone
",5,boAt Rockerz 255
"Good
","Good product if purchased at good price
",4,boAt Rockerz 255
"Awesome product
","Awesome product.. Wonderful sound quality.. go for it...
",5,boAt Rockerz 255
"Good
","Premium in this price range and battery life was so good
",4,boAt Rockerz 255
"3.9/5 Sound quality, 3.0/5 Bass quality
","Almost best item for this price but in outdoor phone conversation getting disturb
",3,boAt Rockerz 255
"Good quality product
","Sound quality is superb..Battery life is good..Worth product
",5,boAt Rockerz 255
"Excellent product
","Nice earphone........ Good bt connectivity. And Battery Backup also good
",5,boAt Rockerz 255
"Stopped working in 2 months
","Stopped working.... Sound is breaking. Pls guide, what should i do now??
",1,boAt Rockerz 255
"Buy it!!!
","Awesome product... worth the price and the sound quality is just amazing
",5,boAt Rockerz 255
"Waste noise cancellation
","Noise cancellation is too poor I ordered 2 pairs both have same problem.
",1,boAt Rockerz 255
"Dont buy this.
","Its a cheap chinese product. No bass at all. Volume is slow even on high sound.
",1,Flybot Wave
"SOUND QUALITY IS GOOD ,BUT POOR CONNECTIVITY , POOR FITTING.
","SOUND QUALITY of flybot wave wireless earphones is good,but very good when the earphone CONNECTIVITY is also good, in middle of playing songs automatically song is intermittently music play, disconnected and also connected but why disconnected ,(I connected and using the Bluetooth in between 10 metre,and also Company written this In box Bluetooth transmission  range is 10 metre, so why disconnected, I will show this in photo)  , stopped ,and also fitting is very poor (I do jumping jacks ,dance, I adjusted the earphones everytime also  when I am running because earphones is not perfectly fitting I also change buds but nothing happens same problem produced) and also in one pair buds , one bud is small and other one is big I will show by clicking photo, COMFORT soft and lite in weight  but main problem is poor fitting,and CONNECTIVITY.
",2,Flybot Wave
"It's China product.
","It's China product.
",1,Flybot Wave
"Great purchase with minor flaws here and there.
","Its an awesome purchase but the mike doesn't quite cancel the surrounding noise that well...The other person on the call just hears too much for your liking as well as while playing music the bass isn't that great..but good enough at this pricing.
",4,Flybot Wave
"Screeching sound
","When put to full volume..sound wasn’t clear enough and it was a bit of screeching sound that came along..indeed it was on the day i got the product delivered..not so good
",2,Flybot Wave
"Bass in music missing
","Sound quality not good....connectivity problm....not comfortable
",2,Flybot Wave
"Worst Product
","Worst Product
",1,Flybot Wave
"Fabulous
","This is a great quality product. Sound is perfect. Too good to use. Bass is perfect. Must buy this in this low price. Too good to use. Standard one.Fabulous
",5,Flybot Wave
"Nice
","Nice product.Sound quality betterBluetooth connectivity goodBest comfortable when we headed phone.Don't worry purchase it as soon as possible
",5,Flybot Wave
"Good product
","I got it in 799 in this range it is very good product.....sond quality clear,calling quality too clear,battery back up up to the level....over all its fantastic in this price range...you can go for it...
",5,Flybot Wave
"Very Amazing
","This product is very lightweight and very good. It's an Amazing product. I will recommend this product to everyone to buy.
",5,Flybot Wave
"Great
","Overall good product at this priceWith good build quality and sound qualityU cannot expect more then this..Thankyou.
",5,Flybot Wave
"Go for it
","I was searching for this typ of wireless earp. Since long time.. my main purpose was call clearity and i am a gamer so for pubg also.this earphone is superbhh in this price segment .. very comfortable . Great audio and connectivity experience.. without any sound lag on game or call.. i m very happy. u should try once.. only fear is how long it will work coz it is a new product in market so i m little bit afraid well lets see.. overall u can go for it without fear
",5,Flybot Wave
"Don't buy! Poor Quality Headphones
","First thing first, there is no bass at all only shrill treble. Bluetooth connectivity breaks down beyond 3 meters while it's falsely claimed that it has a range of10 meters. Absolutely no proof of them supporting bluetooth version 5 as claimed on the website . Chinese product with a lot of exaggerated claims.Last but not the least, the headphones have a very poor in ear grip and keep falling out despite the extended over the ear additional support. Changing the earbuds also doesn't help solve the problem.Returned them for them being very ordinary headpu that couldn't provide any real listening pleasure.
",1,Flybot Wave
"Super sound quality and call feture
","It is one word say to Amezing best experience sound quality very good and perfect ear fitIt's budget Bluetooth earphones price is very good
",5,Flybot Wave
"Value for money
","Value for money
",5,Flybot Wave
"Superb sound
","It's worth buying flybot.its sound quality is superb.i highly recommend it.go for it.
",5,Flybot Wave
"Cool headphone
","It is very good quality headphone and has a sharp noise
",5,Flybot Wave
"Defected beyond belief. Feel extremely cheated
","Do NOT buy this product, even with nice discounts offered. I got cheated out of 800 rupees. For one, the bluetooth earphone is extremely defected. After a couple of weeks, my phone kept repeating ""Volume maximum"" despite it not being so and the earphone was causing disruption on my phone, unable to play properly. Now, it charges but has simply stopped working altogether. Don't waste your money on this product.
",1,Flybot Wave
"Not fully Satisfied..
","Sound quality is nearly good , Not for Bass lovers.Yeah it's sporty earphone.Battery life is nearly good, Overall good Bluetooth Budget Earphone.
",4,Flybot Wave
"Good sound quality at great price,value for money
","Nice product, easy comfort grip, sound quality is good, i got for 799 in lightning deal..amazing product at this price range ..bluetooth seamless connectivity ..
",5,Flybot Wave
"Nice buy
","Good sound quality in less price
",5,Flybot Wave
"Dil jeet liya bhai...
","Amazing at this prize I'm giving you full mrks but i think you can improve your sound quality otherwise its mind blowing .thnk you flybot thnkyou amazon. And y3ss you guys dnt worry.  u have one yr warranty as well as u can replace or return this product so ,why you scare so much  .catch this deal at 799,  its relly gonna make u feel bettr.🙂
",4,Flybot Wave
"Amazing buy
","Amazing sound quality along with the bass too and its sound range is too high you can't listen at full volume
",4,Flybot Wave
"Not durable
","It worked great for a week and thenthe sound quality just dropped like one day in my bag and the wire is not even broken or twisted but the sound quality isjust gone and in both sides ridiculous ....
",2,Flybot Wave
"Overall good product
","It is very good product under this price but its Bluetooth connection is very weak which is disturb during song
",4,Flybot Wave
"Crap product
","The earphones are water resistant. The control stick is not. They stop working as soon as the tiniest bit of sweat reaches them. Plus they are useless if you're sprinting or doing a high intensity activity. The control stick is place in an unbalanced manner, which causes the right earpiece to slip out slowly
",1,Flybot Wave
"Disappointing
","I got this the first time, the earpiece was broken and kept falling out. I returned it, and the second time the Bluetooth connectivity was horrible. It kept disconnecting after 2 minutes. I expected so much better, and the company never replied about warranty either.
",2,Flybot Wave
"Good product
","This product is good for those who require headphones for call purpose. Noise cancellation is ok and not great. Bluetooth connectivity is instant and battery life is also good. Overall a good product.
",4,Flybot Wave
"Nice product by flybot
","Delivered quickly product is good as the sound is good compare to others
",5,Flybot Wave
"Very good headphone
","Very good sound clear voice battery 4-5 hours i am happy this product
",5,Flybot Wave
"It's a very good device!
","Value for money!
",5,Flybot Wave
"Awsome!!!
","The price is very reasonable. The sound quality is very good and the bass is also very good.It is also very comfortable probably the best earphone at such a low price
",5,Flybot Wave
"Worth every Penny :)
","Satisfied for what I paid.
",5,Flybot Wave
"Quality is not good
","Sound quality is not like expected,Noise cancellation not well,Bluetooth connectivity is hardly 5 meters.
",1,Flybot Wave
"Satisfied
","Product is good for use as per the price
",4,Flybot Wave
"Avg product. Bass is sufficient but not as required
","Bluetooth connectivity range is not good.  bass level feel at volume till12 point in MX player above it fell like noisy.So it is avg products at this price.Battery backup is sufficient.
",3,Flybot Wave
"Stopped working in exactly 11 days
","For first 10 days it was working perfect. Sound clarity was good and very comfortable to wear for morning jog. From 11th day it is not getting switched on at all. Can't return as the 10 day time period is done.
",1,Flybot Wave
"Budget smart wireless Bluetooth headset
","One word Awesome. It meets its standards. Happy to have one.
",5,Flybot Wave
"Best buy
","I just bought it in last week,and to be very frank, it's really awesome,sound quality is like your own personal theatre,too clear and too enough..
",5,Flybot Wave
"Mind-blowing purchase
","Very nice product. Got it at a special price of Rs 799 /- only. Nice Bass. Overally product an awesome
",5,Flybot Wave
"Good sound
","Value for money
",5,Flybot Wave
"it's superb
","it's very good product.but sound is little bit low bass
",5,Flybot Wave
"good
","Super cool purchase
",5,Flybot Wave
"Severely poor quality
","After using it for not even for a week and that too not very rigousous use.... The earphones are beginning to come of its holder... Really dissatisfied and disappointed by the quality...
",2,Flybot Wave
"👌👌👌
","Definitely noise cancellation and very good sound clarity
",5,Flybot Wave
